trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
220,False,"{'a': 0.3, 'e': 0.019063114291611644}",20,8,11.564157101947773,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.3, 'e': 0.018723048012613566}",20,13,2.7333098644742515,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.3, 'e': 0.018389048164962573}",20,0,20.86142660973921,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
223,False,"{'a': 0.3, 'e': 0.01806100652978616}",20,0,29.31090163085216,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
224,False,"{'a': 0.3, 'e': 0.017738816818724773}",20,2,26.443130956114697,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.3, 'e': 0.017422374639493515}",25,0,30.9978194839758,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
226,False,"{'a': 0.3, 'e': 0.01711157746205803}",30,19,17.40976167690186,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.3, 'e': 0.01680632458541395}",20,7,23.815231547413223,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.3, 'e': 0.016506517104958845}",20,12,16.217880996789958,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.3, 'e': 0.016212057880446332}",20,8,14.078149307004331,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.3, 'e': 0.015922851504511698}",20,13,13.399308676126996,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.3, 'e': 0.015638804271759132}",20,0,18.804131670546596,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
232,False,"{'a': 0.3, 'e': 0.015359824148400357}",25,0,-22.98273609636772,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
233,False,"{'a': 0.3, 'e': 0.01508582074243484}",20,7,19.42343017217513,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.3, 'e': 0.014816705274362072}",20,12,12.315611957648274,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.3, 'e': 0.014552390548416136}",25,0,38.973319936741426,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
236,False,"{'a': 0.3, 'e': 0.014292790924313573}",30,0,41.66009617062486,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
237,False,"{'a': 0.3, 'e': 0.014037822289505161}",20,6,24.161850526420114,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.3, 'e': 0.013787402031922757}",30,14,28.88256520551521,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.3, 'e': 0.01354144901321219}",25,9,24.460242988259402,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.3, 'e': 0.01329988354244378}",25,16,17.592295755932753,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.3, 'e': 0.013062627350291747}",30,0,41.63097050404076,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
242,False,"{'a': 0.3, 'e': 0.01282960356367432}",30,4,44.26318463977499,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.3, 'e': 0.012600736680846106}",20,13,8.468347582047675,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.3, 'e': 0.012375952546934922}",35,19,24.177541341882275,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.3, 'e': 0.012155178329914947}",25,0,32.76138585531654,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
246,False,"{'a': 0.3, 'e': 0.011938342497008501}",25,6,36.23707886123778,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.3, 'e': 0.011725374791508845}",30,13,32.73126541291425,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.3, 'e': 0.011516206210016325}",30,0,44.5191274388006,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
249,False,"{'a': 0.3, 'e': 0.01131076898008071}",20,15,10.012260099030179,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.3, 'e': 0.011108996538242306}",25,5,-12.934168121035073,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
251,False,"{'a': 0.3, 'e': 0.010910823508464855}",30,20,21.11239632343327,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.3, 'e': 0.010716185680953061}",20,0,22.83544778268296,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
253,False,"{'a': 0.3, 'e': 0.010525019991348101}",20,14,8.725752775585738,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.3, 'e': 0.010337264500294195}",30,7,38.82206629429983,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.3, 'e': 0.010152858373369763}",25,3,9.175982132336296,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
256,False,"{'a': 0.3, 'e': 0.009971741861376466}",20,2,28.44335060036976,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,18,18.19623543654657,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,0,36.773141527275214,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3,True,"{'a': 0, 'e': 0}",20,15,6.72828784412281,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,12,7.2633487040358355,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,16,28.68400092732812,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,10,18.231295735273733,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,18,13.24573562611496,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,10,14.803528906733774,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,11,21.313856055602834,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,10,20.41422638820539,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
